species,x,y
eupafe,-8.87527,38.7058
eupafe,-8.79193,38.6225
eupafe,-8.7086,38.6225
eupafe,-0.0419328,38.6225
eupafe,-9.12527,38.5391
eupafe,-8.87527,38.5391
eupafe,-8.79193,38.5391
eupafe,-8.7086,38.5391
eupafe,-8.4586,38.5391
eupafe,-8.7086,38.4558
eupafe,-8.62527,38.4558
eupafe,-8.79193,38.3725
eupafe,-8.7086,38.3725
eupafe,-8.62527,38.3725
eupafe,-8.54193,38.3725
eupafe,-8.4586,38.3725
eupafe,-8.37527,38.2891
eupafe,-8.29193,38.2891
eupafe,-8.29193,38.2058
eupafe,-8.04193,38.2058
eupafe,-8.79193,38.1225
eupafe,-8.12527,38.1225
eupafe,-8.04193,38.1225
eupafe,-7.12527,37.9558
eupafe,-7.04193,37.9558
eupafe,-5.79193,37.6225
eupafe,-5.4586,37.5391
eupafe,-6.2086,37.4558
eupafe,-8.79193,37.3725
eupafe,-5.9586,37.3725
eupafe,-6.62527,37.2891
eupafe,-6.12527,37.2891
eupafe,-6.04193,37.2891
eupafe,-8.4586,37.2058
eupafe,-6.29193,37.2058
eupafe,-6.2086,37.2058
eupafe,-6.12527,37.2058
eupafe,-6.04193,37.2058
eupafe,-5.9586,37.2058
eupafe,-5.87527,37.2058
eupafe,-8.87527,37.1225
eupafe,-8.79193,37.1225
eupafe,-8.4586,37.1225
eupafe,-6.4586,37.1225
eupafe,-6.29193,37.1225
eupafe,-6.2086,37.1225
eupafe,-6.12527,37.1225
eupafe,-6.04193,37.1225
eupafe,-5.9586,37.1225
eupafe,-5.87527,37.1225
eupafe,-5.79193,37.1225
eupafe,-8.04193,37.0391
eupafe,-6.4586,37.0391
eupafe,-6.37527,37.0391
eupafe,-6.04193,37.0391
eupafe,-5.9586,37.0391
eupafe,-5.79193,37.0391
eupafe,-3.62527,37.0391
eupafe,-5.9586,36.9558
eupafe,-5.87527,36.9558
eupafe,-4.4586,36.7891
eupafe,-4.37527,36.7891
eupafe,-4.12527,36.7891
eupafe,-4.4586,36.7058
eupafe,-3.4586,36.7058
eupafe,-4.54193,36.6225
eupafe,-5.9586,36.2891
eupafe,-5.87527,36.2891
eupafe,-5.79193,36.2058
eupafe,-5.7086,36.1225
eupafe,-5.62527,36.1225
myimon,4.87473,52.3725
myimon,4.95807,52.3725
myimon,5.95807,52.2058
myimon,4.45807,51.9558
myimon,-0.291933,51.7058
myimon,-0.208599,51.7058
myimon,-0.375266,51.6225
myimon,-0.291933,51.6225
myimon,-0.208599,51.6225
myimon,-0.625266,51.5391
myimon,-0.291933,51.5391
myimon,-0.291933,51.4558
myimon,-0.0419328,51.4558
myimon,-0.458599,51.3725
myimon,4.7914,51.2058
myimon,4.0414,50.9558
myimon,4.2914,50.9558
myimon,4.37473,50.9558
myimon,4.12473,50.8725
myimon,4.20807,50.8725
myimon,4.2914,50.8725
myimon,4.37473,50.8725
myimon,4.45807,50.8725
myimon,4.62473,50.8725
myimon,4.0414,50.7891
myimon,4.20807,50.7891
myimon,4.2914,50.7891
myimon,4.37473,50.7891
myimon,4.45807,50.7891
myimon,4.95807,50.7891
myimon,13.3747,46.2891
myimon,8.70807,45.7891
myimon,11.2914,45.7891
myimon,10.6247,45.3725
myimon,7.45807,44.6225
myimon,8.95807,44.6225
myimon,9.0414,44.6225
myimon,7.37473,44.5391
myimon,7.45807,44.5391
myimon,7.5414,44.5391
myimon,8.62473,44.5391
myimon,8.70807,44.5391
myimon,8.87473,44.5391
myimon,8.95807,44.5391
myimon,9.0414,44.5391
myimon,9.12473,44.5391
myimon,9.20807,44.5391
myimon,9.2914,44.5391
myimon,9.37473,44.5391
myimon,9.45807,44.5391
myimon,7.45807,44.4558
myimon,7.5414,44.4558
myimon,8.70807,44.4558
myimon,8.7914,44.4558
myimon,8.87473,44.4558
myimon,8.95807,44.4558
myimon,9.0414,44.4558
myimon,9.12473,44.4558
myimon,9.20807,44.4558
myimon,9.2914,44.4558
myimon,9.37473,44.4558
myimon,9.45807,44.4558
myimon,9.12473,44.3725
myimon,9.20807,44.3725
myimon,9.2914,44.3725
myimon,9.37473,44.3725
myimon,9.45807,44.3725
myimon,9.45807,44.2891
myimon,9.5414,44.2891
myimon,10.7081,43.7891
myimon,11.2914,43.7891
myimon,11.1247,43.4558
myimon,-8.9586,43.2058
myimon,-1.62527,43.1225
myimon,5.87473,43.1225
myimon,-1.62527,42.7891
myimon,-8.79193,42.5391
myimon,-2.4586,42.5391
myimon,3.12473,42.3725
myimon,-8.7086,42.2891
myimon,2.87473,42.2891
myimon,2.95807,42.2891
myimon,3.0414,42.2891
myimon,3.12473,42.2891
myimon,3.20807,42.2891
myimon,0.958067,42.2058
myimon,2.20807,42.2058
myimon,2.95807,42.2058
myimon,3.0414,42.2058
myimon,-8.79193,42.1225
myimon,-0.375266,42.1225
myimon,2.5414,42.1225
myimon,2.7914,42.1225
myimon,3.12473,42.1225
myimon,11.7914,42.1225
myimon,12.2914,42.1225
myimon,-1.62527,42.0391
myimon,2.2914,42.0391
myimon,2.7914,42.0391
myimon,1.5414,41.9558
myimon,2.20807,41.9558
myimon,2.2914,41.9558
myimon,2.37473,41.9558
myimon,2.7914,41.9558
myimon,2.87473,41.9558
myimon,12.4581,41.9558
myimon,-8.79193,41.8725
myimon,2.12473,41.8725
myimon,2.20807,41.8725
myimon,2.2914,41.8725
myimon,2.37473,41.8725
myimon,2.7914,41.8725
myimon,2.87473,41.8725
myimon,3.12473,41.8725
myimon,12.4581,41.8725
myimon,12.5414,41.8725
myimon,-2.4586,41.7891
myimon,0.541401,41.7891
myimon,0.624734,41.7891
myimon,1.12473,41.7891
myimon,1.7914,41.7891
myimon,1.87473,41.7891
myimon,2.12473,41.7891
myimon,2.2914,41.7891
myimon,12.2914,41.7891
myimon,12.3747,41.7891
myimon,-4.7086,41.7058
myimon,-1.04193,41.7058
myimon,-0.958599,41.7058
myimon,-0.875266,41.7058
myimon,0.541401,41.7058
myimon,0.624734,41.7058
myimon,0.708067,41.7058
myimon,0.791401,41.7058
myimon,0.874734,41.7058
myimon,0.958067,41.7058
myimon,1.7914,41.7058
myimon,1.87473,41.7058
myimon,1.95807,41.7058
myimon,2.20807,41.7058
myimon,2.2914,41.7058
myimon,2.37473,41.7058
myimon,2.45807,41.7058
myimon,2.5414,41.7058
myimon,12.3747,41.7058
myimon,12.4581,41.7058
myimon,-0.958599,41.6225
myimon,-0.875266,41.6225
myimon,0.458067,41.6225
myimon,0.541401,41.6225
myimon,0.624734,41.6225
myimon,0.708067,41.6225
myimon,0.874734,41.6225
myimon,1.0414,41.6225
myimon,1.20807,41.6225
myimon,1.62473,41.6225
myimon,1.70807,41.6225
myimon,1.7914,41.6225
myimon,1.87473,41.6225
myimon,1.95807,41.6225
myimon,2.0414,41.6225
myimon,2.12473,41.6225
myimon,2.20807,41.6225
myimon,2.2914,41.6225
myimon,2.37473,41.6225
myimon,2.45807,41.6225
myimon,2.5414,41.6225
myimon,2.62473,41.6225
myimon,-6.2086,41.5391
myimon,-0.791933,41.5391
myimon,0.708067,41.5391
myimon,1.62473,41.5391
myimon,1.70807,41.5391
myimon,1.7914,41.5391
myimon,1.87473,41.5391
myimon,1.95807,41.5391
myimon,2.0414,41.5391
myimon,2.12473,41.5391
myimon,2.20807,41.5391
myimon,2.2914,41.5391
myimon,2.37473,41.5391
myimon,0.541401,41.4558
myimon,1.7914,41.4558
myimon,1.95807,41.4558
myimon,2.0414,41.4558
myimon,2.12473,41.4558
myimon,2.20807,41.4558
myimon,0.291401,41.3725
myimon,1.62473,41.3725
myimon,1.70807,41.3725
myimon,1.7914,41.3725
myimon,1.87473,41.3725
myimon,1.95807,41.3725
myimon,2.0414,41.3725
myimon,2.12473,41.3725
myimon,-0.791933,41.2891
myimon,1.2914,41.2891
myimon,1.5414,41.2891
myimon,1.70807,41.2891
myimon,1.7914,41.2891
myimon,1.95807,41.2891
myimon,2.0414,41.2891
myimon,-8.7086,41.2058
myimon,-8.62527,41.2058
myimon,0.958067,41.2058
myimon,1.0414,41.2058
myimon,1.12473,41.2058
myimon,1.20807,41.2058
myimon,1.2914,41.2058
myimon,1.45807,41.2058
myimon,1.5414,41.2058
myimon,1.62473,41.2058
myimon,-8.62527,41.1225
myimon,0.374734,41.1225
myimon,0.624734,41.1225
myimon,0.708067,41.1225
myimon,0.874734,41.1225
myimon,0.958067,41.1225
myimon,1.0414,41.1225
myimon,1.12473,41.1225
myimon,1.20807,41.1225
myimon,-5.7086,41.0391
myimon,0.624734,41.0391
myimon,0.958067,41.0391
myimon,-5.54193,40.9558
myimon,0.291401,40.8725
myimon,-1.12527,40.7891
myimon,-4.12527,40.7058
myimon,-4.04193,40.7058
myimon,-3.54193,40.7058
myimon,-3.37527,40.7058
myimon,0.541401,40.7058
myimon,0.624734,40.7058
myimon,0.791401,40.7058
myimon,-3.54193,40.6225
myimon,0.541401,40.6225
myimon,-4.37527,40.5391
myimon,-3.87527,40.5391
myimon,-3.79193,40.5391
myimon,-3.7086,40.5391
myimon,-3.62527,40.5391
myimon,-3.54193,40.5391
myimon,-3.29193,40.5391
myimon,-3.87527,40.4558
myimon,-3.79193,40.4558
myimon,-3.7086,40.4558
myimon,-3.62527,40.4558
myimon,-3.54193,40.4558
myimon,-4.04193,40.3725
myimon,-3.87527,40.3725
myimon,-3.79193,40.3725
myimon,-3.7086,40.3725
myimon,-3.62527,40.3725
myimon,-3.79193,40.2891
myimon,-3.62527,40.2891
myimon,-3.54193,40.2891
myimon,-3.4586,40.2891
myimon,-3.87527,40.2058
myimon,-3.54193,40.2058
myimon,-3.87527,40.1225
myimon,-3.54193,40.1225
myimon,-3.04193,40.1225
myimon,-1.37527,40.1225
myimon,-1.29193,40.1225
myimon,-0.0419328,40.1225
myimon,0.0414006,40.1225
myimon,0.124734,40.1225
myimon,-4.7086,40.0391
myimon,-1.37527,40.0391
myimon,-1.29193,40.0391
myimon,-1.2086,40.0391
myimon,-1.12527,40.0391
myimon,0.0414006,40.0391
myimon,3.87473,40.0391
myimon,3.95807,40.0391
myimon,4.0414,40.0391
myimon,3.87473,39.9558
myimon,3.95807,39.9558
myimon,4.0414,39.9558
myimon,4.12473,39.9558
myimon,4.20807,39.9558
myimon,-0.208599,39.8725
myimon,-0.125266,39.8725
myimon,2.87473,39.8725
myimon,2.95807,39.8725
myimon,3.0414,39.8725
myimon,4.12473,39.8725
myimon,4.20807,39.8725
myimon,4.2914,39.8725
myimon,2.70807,39.7891
myimon,2.7914,39.7891
myimon,2.87473,39.7891
myimon,2.95807,39.7891
myimon,3.0414,39.7891
myimon,3.12473,39.7891
myimon,-0.291933,39.7058
myimon,2.62473,39.7058
myimon,2.70807,39.7058
myimon,2.7914,39.7058
myimon,2.87473,39.7058
myimon,2.95807,39.7058
myimon,3.0414,39.7058
myimon,3.12473,39.7058
myimon,3.20807,39.7058
myimon,3.2914,39.7058
myimon,3.37473,39.7058
myimon,-0.291933,39.6225
myimon,2.45807,39.6225
myimon,2.5414,39.6225
myimon,2.62473,39.6225
myimon,2.70807,39.6225
myimon,2.7914,39.6225
myimon,2.87473,39.6225
myimon,2.95807,39.6225
myimon,3.0414,39.6225
myimon,3.12473,39.6225
myimon,3.20807,39.6225
myimon,3.2914,39.6225
myimon,3.37473,39.6225
myimon,-1.29193,39.5391
myimon,-1.2086,39.5391
myimon,-0.625266,39.5391
myimon,-0.458599,39.5391
myimon,-0.375266,39.5391
myimon,2.37473,39.5391
myimon,2.45807,39.5391
myimon,2.5414,39.5391
myimon,2.70807,39.5391
myimon,2.7914,39.5391
myimon,2.87473,39.5391
myimon,2.95807,39.5391
myimon,3.0414,39.5391
myimon,3.12473,39.5391
myimon,3.20807,39.5391
myimon,3.2914,39.5391
myimon,-5.87527,39.4558
myimon,-1.29193,39.4558
myimon,-1.2086,39.4558
myimon,-0.375266,39.4558
myimon,2.7914,39.4558
myimon,2.87473,39.4558
myimon,2.95807,39.4558
myimon,3.0414,39.4558
myimon,3.12473,39.4558
myimon,3.20807,39.4558
myimon,-3.87527,39.3725
myimon,-2.79193,39.3725
myimon,-0.625266,39.3725
myimon,-0.458599,39.3725
myimon,-0.375266,39.3725
myimon,2.7914,39.3725
myimon,2.87473,39.3725
myimon,2.95807,39.3725
myimon,3.0414,39.3725
myimon,3.12473,39.3725
myimon,3.20807,39.3725
myimon,-3.4586,39.2891
myimon,-0.375266,39.2891
myimon,-0.291933,39.2891
myimon,3.0414,39.2891
myimon,-0.541933,39.2058
myimon,-0.375266,39.2058
myimon,9.12473,39.2058
myimon,-0.375266,39.1225
myimon,-0.291933,39.1225
myimon,-3.7086,39.0391
myimon,-1.29193,39.0391
myimon,-0.208599,39.0391
myimon,1.37473,39.0391
myimon,1.45807,39.0391
myimon,1.5414,39.0391
myimon,-3.37527,38.9558
myimon,-0.125266,38.9558
myimon,1.2914,38.9558
myimon,1.37473,38.9558
myimon,1.45807,38.9558
myimon,-6.37527,38.8725
myimon,-0.208599,38.8725
myimon,1.37473,38.8725
myimon,-9.12527,38.7891
myimon,-9.37527,38.7058
myimon,-9.2086,38.7058
myimon,-3.37527,38.7058
myimon,-0.875266,38.7058
myimon,-0.791933,38.7058
myimon,1.45807,38.7058
myimon,-0.458599,38.4558
myimon,-2.62527,38.2891
myimon,-0.708599,38.2058
myimon,-0.541933,38.2058
myimon,-0.708599,38.1225
myimon,23.7914,38.1225
myimon,-3.62527,38.0391
myimon,-0.875266,38.0391
myimon,-0.708599,38.0391
myimon,-0.791933,37.9558
myimon,-0.708599,37.9558
myimon,23.7081,37.9558
myimon,23.7914,37.9558
myimon,-4.79193,37.8725
myimon,-0.791933,37.8725
myimon,-3.7086,37.7891
myimon,-0.875266,37.7058
myimon,-1.7086,37.6225
myimon,-1.2086,37.6225
myimon,-1.04193,37.6225
myimon,-0.958599,37.6225
myimon,-0.791933,37.6225
myimon,-5.9586,37.5391
myimon,-5.9586,37.4558
myimon,-4.37527,37.4558
myimon,-6.04193,37.3725
myimon,-5.9586,37.3725
myimon,-4.37527,37.3725
myimon,-2.29193,37.3725
myimon,-7.2086,37.2891
myimon,14.7081,37.2891
myimon,-7.37527,37.2058
myimon,-6.9586,37.2058
myimon,-3.62527,37.2058
myimon,-3.2086,37.2058
myimon,-6.37527,37.1225
myimon,-4.54193,37.0391
myimon,-3.37527,36.8725
myimon,-2.37527,36.8725
myimon,-2.04193,36.8725
myimon,-4.7086,36.7891
myimon,-4.4586,36.7891
myimon,-4.37527,36.7891
myimon,-4.04193,36.7891
myimon,-2.62527,36.7891
myimon,-2.2086,36.7891
myimon,-4.54193,36.7058
myimon,-4.4586,36.7058
myimon,-6.29193,36.6225
myimon,-6.2086,36.6225
myimon,-4.54193,36.6225
myimon,-6.29193,36.5391
myimon,-4.87527,36.5391
myimon,-4.62527,36.5391
myimon,-6.12527,36.4558
myimon,-5.2086,36.4558
myimon,-5.12527,36.4558
myimon,-5.29193,36.3725
myimon,-5.9586,36.2891
myimon,-5.29193,36.2891
myimon,-5.62527,36.0391
nannen,-2.04193,43.2891
nannen,-1.9586,43.2891
nannen,-2.04193,43.2058
nannen,-1.9586,43.2058
nannen,-2.62527,42.4558
nannen,-2.54193,42.4558
nannen,-2.62527,42.3725
nannen,-2.54193,42.3725
nannen,2.70807,41.7058
nannen,2.12473,41.4558
nannen,2.20807,41.4558
nannen,1.95807,41.3725
nannen,2.0414,41.3725
nannen,2.12473,41.3725
nannen,2.0414,41.2891
nannen,-3.9586,40.2891
nannen,-3.87527,40.2891
nannen,-3.79193,40.2891
nannen,-3.9586,40.2058
nannen,-3.87527,40.2058
nannen,-3.79193,40.2058
nannen,-3.29193,40.1225
nannen,-3.2086,40.1225
nannen,-3.29193,40.0391
nannen,-3.2086,40.0391
nannen,-3.12527,40.0391
nannen,-3.29193,39.9558
nannen,-3.2086,39.9558
nannen,-3.12527,39.9558
nannen,-0.0419328,39.9558
nannen,-0.458599,39.4558
nannen,-0.375266,39.4558
nannen,-0.375266,39.2891
nannen,-0.291933,39.2891
nannen,-0.375266,39.2058
nannen,-0.291933,39.2058
nannen,-9.29193,38.7058
nannen,-8.7086,37.1225
nannen,-4.4586,36.7058
nannen,-5.29193,36.3725
plomel,-8.9586,43.2058
plomel,3.0414,42.2058
plomel,-8.79193,41.9558
plomel,2.70807,41.7058
plomel,2.62473,41.6225
plomel,2.20807,41.5391
plomel,2.12473,41.4558
plomel,2.0414,41.2891
plomel,-8.62527,41.1225
plomel,-8.62527,40.9558
plomel,-8.62527,40.7058
plomel,-8.54193,40.7058
plomel,0.791401,40.7058
plomel,-8.54193,40.5391
plomel,-8.79193,40.4558
plomel,0.374734,40.3725
plomel,-8.7086,40.2058
plomel,-8.54193,40.2058
plomel,-8.4586,40.2058
plomel,-8.79193,40.1225
plomel,-8.7086,40.1225
plomel,-8.62527,40.1225
plomel,-8.87527,39.8725
plomel,-8.87527,39.7891
plomel,-0.375266,39.5391
plomel,-8.54193,39.4558
plomel,-8.4586,39.4558
plomel,-8.29193,39.4558
plomel,-9.29193,39.3725
plomel,-9.2086,39.3725
plomel,-8.54193,39.3725
plomel,-0.375266,39.3725
plomel,-8.62527,39.2891
plomel,-0.375266,39.2891
plomel,-0.291933,39.2891
plomel,-8.62527,39.2058
plomel,-0.291933,39.2058
plomel,-9.37527,39.1225
plomel,-8.79193,39.1225
plomel,-8.62527,39.1225
plomel,-8.87527,39.0391
plomel,-8.79193,39.0391
plomel,-8.7086,39.0391
plomel,-8.9586,38.9558
plomel,-8.87527,38.9558
plomel,-8.79193,38.9558
plomel,-8.62527,38.9558
plomel,-0.541933,38.9558
plomel,-9.12527,38.8725
plomel,-9.04193,38.8725
plomel,-8.9586,38.8725
plomel,-8.87527,38.8725
plomel,-8.79193,38.8725
plomel,-0.125266,38.8725
plomel,-0.0419328,38.8725
plomel,-9.12527,38.7891
plomel,-8.87527,38.7891
plomel,-8.54193,38.7891
plomel,-9.2086,38.7058
plomel,-8.9586,38.7058
plomel,-8.87527,38.7058
plomel,-8.79193,38.6225
plomel,-8.7086,38.6225
plomel,-0.0419328,38.6225
plomel,-9.12527,38.5391
plomel,-8.87527,38.5391
plomel,-8.79193,38.5391
plomel,-8.7086,38.5391
plomel,-8.4586,38.5391
plomel,-8.7086,38.4558
plomel,-8.62527,38.4558
plomel,-8.79193,38.3725
plomel,-8.7086,38.3725
plomel,-8.62527,38.3725
plomel,-8.54193,38.3725
plomel,-8.4586,38.3725
plomel,-8.37527,38.2891
plomel,-8.29193,38.2891
plomel,-8.29193,38.2058
plomel,-8.04193,38.2058
plomel,-8.79193,38.1225
plomel,-8.12527,38.1225
plomel,-8.04193,38.1225
plomel,-7.12527,37.9558
plomel,-7.04193,37.9558
plomel,-5.79193,37.6225
plomel,-6.2086,37.4558
plomel,-8.79193,37.3725
plomel,-5.9586,37.3725
plomel,-6.12527,37.2891
plomel,-6.04193,37.2891
plomel,-8.4586,37.2058
plomel,-6.29193,37.2058
plomel,-6.2086,37.2058
plomel,-6.12527,37.2058
plomel,-6.04193,37.2058
plomel,-5.9586,37.2058
plomel,-5.87527,37.2058
plomel,-8.87527,37.1225
plomel,-8.79193,37.1225
plomel,-8.4586,37.1225
plomel,-6.4586,37.1225
plomel,-6.29193,37.1225
plomel,-6.2086,37.1225
plomel,-6.12527,37.1225
plomel,-6.04193,37.1225
plomel,-5.9586,37.1225
plomel,-5.87527,37.1225
plomel,-5.79193,37.1225
plomel,-8.04193,37.0391
plomel,-6.4586,37.0391
plomel,-6.37527,37.0391
plomel,-6.04193,37.0391
plomel,-5.9586,37.0391
plomel,-5.79193,37.0391
plomel,-3.62527,37.0391
plomel,-5.9586,36.9558
plomel,-5.87527,36.9558
plomel,-4.4586,36.7891
plomel,-4.37527,36.7891
plomel,-4.12527,36.7891
plomel,-4.4586,36.7058
plomel,-3.4586,36.7058
plomel,-4.54193,36.6225
plomel,-5.9586,36.2891
plomel,-5.87527,36.2891
plomel,-5.79193,36.2058
plomel,-5.7086,36.1225
plomel,-5.62527,36.1225
poicep,-2.54193,42.3725
poicep,-2.4586,42.3725
poicep,-0.875266,41.6225
poicep,-0.875266,41.5391
poicep,0.624734,41.5391
poicep,2.0414,41.5391
poicep,2.20807,41.5391
poicep,2.2914,41.5391
poicep,1.95807,41.4558
poicep,2.0414,41.3725
poicep,2.12473,41.3725
poicep,1.70807,41.2891
poicep,-3.9586,40.7058
poicep,-3.87527,40.7058
poicep,-3.9586,40.6225
poicep,-3.87527,40.6225
poicep,-3.37527,40.4558
poicep,-4.04193,40.3725
poicep,-0.0419328,39.9558
poicep,-0.375266,39.4558
poicep,-0.375266,39.3725
poicep,-1.2086,39.2891
poicep,-1.12527,39.2891
poicep,-1.2086,39.2058
poicep,-1.12527,39.2058
poicep,-9.2086,38.7891
poicep,-9.12527,38.7891
poicep,-9.2086,38.7058
poicep,-9.12527,38.6225
poicep,-0.541933,38.2891
poicep,-0.708599,38.2058
poicep,-0.625266,38.2058
poicep,-0.708599,38.1225
poicep,-1.12527,37.9558
poicep,-4.79193,37.7891
poicep,-6.12527,37.3725
poicep,-6.12527,37.2891
poicep,-6.04193,37.2891
poicep,-3.54193,37.0391
poicep,-6.29193,36.5391
poicep,-5.62527,36.0391
psieup,4.62473,52.3725
psieup,4.87473,52.3725
psieup,4.95807,52.3725
psieup,4.87473,52.2891
psieup,6.7914,51.2891
psieup,6.62473,51.2058
psieup,6.7914,51.2058
psieup,4.5414,51.1225
psieup,4.37473,51.0391
psieup,4.45807,51.0391
psieup,6.7914,51.0391
psieup,6.95807,51.0391
psieup,4.20807,50.9558
psieup,4.2914,50.9558
psieup,4.37473,50.9558
psieup,4.45807,50.9558
psieup,4.70807,50.9558
psieup,6.95807,50.9558
psieup,4.20807,50.8725
psieup,4.2914,50.8725
psieup,4.37473,50.8725
psieup,4.45807,50.8725
psieup,7.0414,50.8725
psieup,4.20807,50.7891
psieup,4.2914,50.7891
psieup,4.37473,50.7891
psieup,4.45807,50.7891
psieup,4.70807,50.7891
psieup,7.12473,50.7891
psieup,8.20807,50.1225
psieup,8.2914,50.1225
psieup,8.62473,50.1225
psieup,8.20807,50.0391
psieup,8.2914,50.0391
psieup,8.37473,50.0391
psieup,7.95807,49.9558
psieup,8.20807,49.9558
psieup,8.2914,49.9558
psieup,8.37473,49.9558
psieup,8.70807,49.4558
psieup,10.5414,44.9558
psieup,9.0414,44.5391
psieup,11.3747,44.5391
psieup,12.5414,41.8725
psieup,24.5414,35.3725
psikra,-1.7086,55.0391
psikra,-1.62527,55.0391
psikra,-1.62527,54.9558
psikra,-1.2086,54.7058
psikra,-1.12527,54.5391
psikra,-2.7086,54.1225
psikra,-2.9586,53.7058
psikra,-2.2086,53.7058
psikra,-3.04193,53.6225
psikra,-1.29193,53.5391
psikra,-2.29193,53.4558
