species,x,y
psikra,-2.2086,53.4558
psikra,-2.12527,53.4558
psikra,-1.4586,53.4558
psikra,-1.29193,53.4558
psikra,-3.12527,53.3725
psikra,-3.04193,53.3725
psikra,-2.9586,53.3725
psikra,-2.87527,53.3725
psikra,-2.79193,53.3725
psikra,-2.62527,53.3725
psikra,-1.62527,53.3725
psikra,-1.4586,53.3725
psikra,-1.29193,53.3725
psikra,-1.2086,53.3725
psikra,-3.2086,53.2891
psikra,-3.04193,53.2891
psikra,-2.54193,53.2891
psikra,-1.4586,53.2891
psikra,-4.2086,53.2058
psikra,-1.37527,52.9558
psikra,-2.87527,52.8725
psikra,4.87473,52.8725
psikra,-2.12527,52.7891
psikra,-1.9586,52.7058
psikra,-1.79193,52.7058
psikra,-1.04193,52.6225
psikra,-1.9586,52.5391
psikra,1.62473,52.5391
psikra,-1.9586,52.4558
psikra,-1.54193,52.4558
psikra,-0.458599,52.4558
psikra,1.62473,52.4558
psikra,1.70807,52.4558
psikra,4.62473,52.4558
psikra,4.87473,52.4558
psikra,4.95807,52.4558
psikra,0.708067,52.3725
psikra,1.45807,52.3725
psikra,1.62473,52.3725
psikra,4.5414,52.3725
psikra,4.62473,52.3725
psikra,4.7914,52.3725
psikra,4.87473,52.3725
psikra,4.95807,52.3725
psikra,-0.875266,52.2891
psikra,-0.791933,52.2891
psikra,-0.708599,52.2891
psikra,0.291401,52.2891
psikra,1.62473,52.2891
psikra,4.5414,52.2891
psikra,4.70807,52.2891
psikra,4.87473,52.2891
psikra,4.95807,52.2891
psikra,5.0414,52.2891
psikra,6.37473,52.2891
psikra,0.541401,52.2058
psikra,1.45807,52.2058
psikra,1.5414,52.2058
psikra,4.45807,52.2058
psikra,4.5414,52.2058
psikra,5.95807,52.2058
psikra,6.0414,52.2058
psikra,6.12473,52.2058
psikra,0.874734,52.1225
psikra,1.45807,52.1225
psikra,1.5414,52.1225
psikra,4.2914,52.1225
psikra,4.37473,52.1225
psikra,4.45807,52.1225
psikra,4.5414,52.1225
psikra,5.12473,52.1225
psikra,-1.12527,52.0391
psikra,-0.791933,52.0391
psikra,-0.708599,52.0391
psikra,0.958067,52.0391
psikra,1.12473,52.0391
psikra,1.20807,52.0391
psikra,1.2914,52.0391
psikra,4.20807,52.0391
psikra,4.2914,52.0391
psikra,4.37473,52.0391
psikra,4.45807,52.0391
psikra,4.5414,52.0391
psikra,5.37473,52.0391
psikra,-0.708599,51.9558
psikra,4.0414,51.9558
psikra,4.12473,51.9558
psikra,4.20807,51.9558
psikra,4.37473,51.9558
psikra,4.45807,51.9558
psikra,4.5414,51.9558
psikra,-1.12527,51.8725
psikra,-0.708599,51.8725
psikra,-0.625266,51.8725
psikra,-0.125266,51.8725
psikra,-0.0419328,51.8725
psikra,0.874734,51.8725
psikra,4.37473,51.8725
psikra,-2.87527,51.7891
psikra,-0.0419328,51.7891
psikra,0.0414006,51.7891
psikra,4.70807,51.7891
psikra,-1.2086,51.7058
psikra,-0.458599,51.7058
psikra,-0.375266,51.7058
psikra,-0.208599,51.7058
psikra,-0.0419328,51.7058
psikra,0.0414006,51.7058
psikra,0.124734,51.7058
psikra,0.208067,51.7058
psikra,7.87473,51.7058
psikra,-3.9586,51.6225
psikra,-2.12527,51.6225
psikra,-0.708599,51.6225
psikra,-0.541933,51.6225
psikra,-0.458599,51.6225
psikra,-0.375266,51.6225
psikra,-0.291933,51.6225
psikra,-0.208599,51.6225
psikra,-0.125266,51.6225
psikra,-0.0419328,51.6225
psikra,0.0414006,51.6225
psikra,0.208067,51.6225
psikra,0.374734,51.6225
psikra,0.458067,51.6225
psikra,-2.62527,51.5391
psikra,-2.54193,51.5391
psikra,-2.4586,51.5391
psikra,-1.62527,51.5391
psikra,-0.875266,51.5391
psikra,-0.791933,51.5391
psikra,-0.708599,51.5391
psikra,-0.625266,51.5391
psikra,-0.541933,51.5391
psikra,-0.458599,51.5391
psikra,-0.375266,51.5391
psikra,-0.291933,51.5391
psikra,-0.208599,51.5391
psikra,-0.125266,51.5391
psikra,-0.0419328,51.5391
psikra,0.0414006,51.5391
psikra,0.124734,51.5391
psikra,0.208067,51.5391
psikra,0.291401,51.5391
psikra,-3.2086,51.4558
psikra,-2.62527,51.4558
psikra,-2.54193,51.4558
psikra,-2.04193,51.4558
psikra,-0.875266,51.4558
psikra,-0.791933,51.4558
psikra,-0.708599,51.4558
psikra,-0.625266,51.4558
psikra,-0.541933,51.4558
psikra,-0.458599,51.4558
psikra,-0.375266,51.4558
psikra,-0.291933,51.4558
psikra,-0.208599,51.4558
psikra,-0.125266,51.4558
psikra,-0.0419328,51.4558
psikra,0.0414006,51.4558
psikra,0.124734,51.4558
psikra,0.208067,51.4558
psikra,0.291401,51.4558
psikra,0.708067,51.4558
psikra,5.37473,51.4558
psikra,-2.37527,51.3725
psikra,-2.29193,51.3725
psikra,-0.708599,51.3725
psikra,-0.625266,51.3725
psikra,-0.541933,51.3725
psikra,-0.458599,51.3725
psikra,-0.375266,51.3725
psikra,-0.291933,51.3725
psikra,-0.208599,51.3725
psikra,-0.125266,51.3725
psikra,-0.0419328,51.3725
psikra,0.0414006,51.3725
psikra,0.124734,51.3725
psikra,0.208067,51.3725
psikra,0.291401,51.3725
psikra,0.374734,51.3725
psikra,0.541401,51.3725
psikra,1.20807,51.3725
psikra,1.2914,51.3725
psikra,6.62473,51.3725
psikra,6.7914,51.3725
psikra,-0.708599,51.2891
psikra,-0.625266,51.2891
psikra,-0.541933,51.2891
psikra,-0.458599,51.2891
psikra,-0.375266,51.2891
psikra,-0.291933,51.2891
psikra,-0.208599,51.2891
psikra,-0.125266,51.2891
psikra,-0.0419328,51.2891
psikra,0.0414006,51.2891
psikra,0.124734,51.2891
psikra,0.208067,51.2891
psikra,1.0414,51.2891
psikra,1.12473,51.2891
psikra,1.20807,51.2891
psikra,1.2914,51.2891
psikra,4.37473,51.2891
psikra,4.45807,51.2891
psikra,6.70807,51.2891
psikra,6.7914,51.2891
psikra,-0.458599,51.2058
psikra,-0.375266,51.2058
psikra,-0.291933,51.2058
psikra,-0.208599,51.2058
psikra,-0.125266,51.2058
psikra,-0.0419328,51.2058
psikra,0.0414006,51.2058
psikra,1.2914,51.2058
psikra,1.37473,51.2058
psikra,4.37473,51.2058
psikra,4.45807,51.2058
psikra,4.70807,51.2058
psikra,6.70807,51.2058
psikra,6.7914,51.2058
psikra,6.87473,51.2058
psikra,-0.375266,51.1225
psikra,-0.125266,51.1225
psikra,1.2914,51.1225
psikra,4.37473,51.1225
psikra,6.62473,51.1225
psikra,6.70807,51.1225
psikra,6.7914,51.1225
psikra,6.87473,51.1225
psikra,-2.2086,51.0391
psikra,4.12473,51.0391
psikra,4.45807,51.0391
psikra,4.5414,51.0391
psikra,6.95807,51.0391
psikra,7.0414,51.0391
psikra,-0.458599,50.9558
psikra,-0.125266,50.9558
psikra,3.20807,50.9558
psikra,4.12473,50.9558
psikra,4.20807,50.9558
psikra,4.2914,50.9558
psikra,4.45807,50.9558
psikra,4.95807,50.9558
psikra,5.0414,50.9558
psikra,6.7914,50.9558
psikra,6.87473,50.9558
psikra,6.95807,50.9558
psikra,7.0414,50.9558
psikra,-0.958599,50.8725
psikra,-0.541933,50.8725
psikra,-0.458599,50.8725
psikra,-0.208599,50.8725
psikra,-0.125266,50.8725
psikra,4.0414,50.8725
psikra,4.12473,50.8725
psikra,4.20807,50.8725
psikra,4.2914,50.8725
psikra,4.37473,50.8725
psikra,4.45807,50.8725
psikra,4.62473,50.8725
psikra,4.70807,50.8725
psikra,4.87473,50.8725
psikra,6.87473,50.8725
psikra,6.95807,50.8725
psikra,7.0414,50.8725
psikra,0.291401,50.7891
psikra,4.0414,50.7891
psikra,4.20807,50.7891
psikra,4.45807,50.7891
psikra,4.5414,50.7891
psikra,4.62473,50.7891
psikra,6.87473,50.7891
psikra,7.0414,50.7891
psikra,7.12473,50.7891
psikra,7.20807,50.7891
psikra,4.2914,50.7058
psikra,4.37473,50.7058
psikra,7.0414,50.7058
psikra,7.12473,50.7058
psikra,7.20807,50.7058
psikra,-2.04193,50.6225
psikra,3.12473,50.6225
psikra,4.5414,50.6225
psikra,8.20807,50.1225
psikra,8.2914,50.1225
psikra,8.62473,50.1225
psikra,8.0414,50.0391
psikra,8.20807,50.0391
psikra,8.2914,50.0391
psikra,8.37473,50.0391
psikra,8.20807,49.9558
psikra,8.2914,49.9558
psikra,8.2914,49.6225
psikra,8.37473,49.6225
psikra,8.37473,49.5391
psikra,8.45807,49.5391
psikra,8.62473,49.5391
psikra,8.45807,49.4558
psikra,8.5414,49.4558
psikra,8.62473,49.4558
psikra,8.70807,49.4558
psikra,8.5414,49.3725
psikra,8.62473,49.3725
psikra,8.70807,49.3725
psikra,8.87473,49.3725
psikra,8.45807,49.2891
psikra,8.70807,49.2891
psikra,8.7914,49.2891
psikra,2.70807,49.2058
psikra,2.37473,49.1225
psikra,2.45807,49.1225
psikra,2.37473,49.0391
psikra,2.45807,49.0391
psikra,2.5414,49.0391
psikra,2.37473,48.9558
psikra,2.45807,48.9558
psikra,2.5414,48.9558
psikra,2.12473,48.8725
psikra,2.20807,48.8725
psikra,2.37473,48.8725
psikra,2.45807,48.8725
psikra,2.5414,48.8725
psikra,2.62473,48.8725
psikra,2.70807,48.8725
psikra,2.12473,48.7891
psikra,2.20807,48.7891
psikra,2.2914,48.7891
psikra,2.37473,48.7891
psikra,2.20807,48.7058
psikra,2.2914,48.7058
psikra,2.37473,48.7058
psikra,2.45807,48.7058
psikra,6.20807,48.7058
psikra,2.20807,48.6225
psikra,2.2914,48.6225
psikra,2.0414,48.5391
psikra,7.37473,47.7891
psikra,13.3747,46.0391
psikra,9.20807,45.4558
psikra,9.12473,45.2058
psikra,-1.12527,44.7891
psikra,11.4581,44.5391
psikra,11.5414,44.5391
psikra,8.87473,44.4558
psikra,8.95807,44.4558
psikra,26.1247,44.3725
psikra,10.2081,43.9558
psikra,4.45807,43.7058
psikra,-5.87527,43.6225
psikra,1.45807,43.6225
psikra,3.87473,43.6225
psikra,6.95807,43.6225
psikra,7.0414,43.6225
psikra,-7.04193,43.5391
psikra,-6.9586,43.5391
psikra,-5.9586,43.5391
psikra,-5.62527,43.5391
psikra,5.45807,43.5391
psikra,-5.87527,43.3725
psikra,-4.62527,43.3725
psikra,-4.54193,43.3725
psikra,-1.7086,43.3725
psikra,5.37473,43.3725
psikra,6.70807,43.3725
psikra,-8.37527,43.2891
psikra,5.37473,43.2891
psikra,5.45807,43.2891
psikra,5.5414,43.2058
psikra,10.5414,42.9558
psikra,-1.62527,42.7891
psikra,-8.9586,42.6225
psikra,-6.79193,42.5391
psikra,-2.4586,42.5391
psikra,-8.62527,42.4558
psikra,-2.4586,42.4558
psikra,-8.7086,42.3725
psikra,-7.87527,42.3725
psikra,-2.4586,42.3725
psikra,2.95807,42.2891
psikra,3.12473,42.2891
psikra,12.2914,42.2891
psikra,-8.7086,42.2058
psikra,-8.7086,42.1225
psikra,-8.4586,42.1225
psikra,1.5414,41.9558
psikra,2.7914,41.9558
psikra,12.4581,41.9558
psikra,12.5414,41.9558
psikra,2.87473,41.8725
psikra,3.0414,41.8725
psikra,12.4581,41.8725
psikra,12.5414,41.8725
psikra,-0.875266,41.7058
psikra,2.70807,41.7058
psikra,2.7914,41.7058
psikra,12.6247,41.7058
psikra,-4.7086,41.6225
psikra,2.20807,41.6225
psikra,2.45807,41.6225
psikra,-5.7086,41.5391
psikra,2.12473,41.5391
psikra,2.20807,41.5391
psikra,2.37473,41.5391
psikra,2.12473,41.4558
psikra,2.20807,41.4558
psikra,1.95807,41.3725
psikra,2.0414,41.3725
psikra,2.12473,41.3725
psikra,1.70807,41.2891
psikra,1.7914,41.2891
psikra,1.87473,41.2891
psikra,1.95807,41.2891
psikra,2.0414,41.2891
psikra,1.37473,41.2058
psikra,1.12473,41.1225
psikra,0.958067,41.0391
psikra,14.3747,41.0391
psikra,-5.7086,40.9558
psikra,-5.62527,40.9558
psikra,0.708067,40.8725
psikra,14.3747,40.7891
psikra,22.9581,40.6225
psikra,-3.87527,40.5391
psikra,-3.7086,40.5391
psikra,-8.7086,40.4558
psikra,-3.79193,40.4558
psikra,-3.7086,40.4558
psikra,-3.62527,40.4558
psikra,-3.54193,40.4558
psikra,-3.37527,40.4558
psikra,0.374734,40.4558
psikra,-3.79193,40.3725
psikra,-3.7086,40.3725
psikra,-3.62527,40.3725
psikra,-3.54193,40.3725
psikra,0.374734,40.3725
psikra,-3.79193,40.2891
psikra,-3.62527,40.2891
psikra,-3.54193,40.2891
psikra,0.208067,40.2058
psikra,-3.2086,40.1225
psikra,-0.0419328,40.0391
psikra,0.0414006,40.0391
psikra,-4.04193,39.9558
psikra,-3.9586,39.9558
psikra,-0.125266,39.9558
psikra,-0.0419328,39.9558
psikra,-5.54193,39.8725
psikra,-4.7086,39.8725
psikra,-0.125266,39.8725
psikra,3.0414,39.8725
psikra,3.0414,39.7891
psikra,-0.291933,39.7058
psikra,-0.375266,39.6225
psikra,-0.291933,39.6225
psikra,2.62473,39.6225
psikra,2.70807,39.6225
psikra,-0.458599,39.5391
psikra,-0.375266,39.5391
psikra,2.70807,39.5391
psikra,-1.29193,39.4558
psikra,-0.375266,39.4558
psikra,-0.541933,39.3725
psikra,-0.458599,39.3725
psikra,-0.375266,39.3725
psikra,-1.87527,38.8725
psikra,-9.2086,38.7891
psikra,-9.12527,38.7891
psikra,-9.4586,38.7058
psikra,-9.29193,38.7058
psikra,-9.2086,38.7058
psikra,-3.37527,38.7058
psikra,-9.2086,38.6225
psikra,-0.541933,38.5391
psikra,-0.458599,38.3725
psikra,-0.708599,38.2891
psikra,15.5414,38.2891
psikra,23.7914,38.2891
psikra,-0.625266,38.2058
psikra,-0.791933,38.1225
psikra,13.3747,38.1225
psikra,23.7081,38.0391
psikra,23.7914,38.0391
psikra,23.8747,38.0391
psikra,23.7081,37.9558
psikra,23.9581,37.9558
psikra,23.7914,37.8725
psikra,-0.875266,37.7891
psikra,-1.04193,37.6225
psikra,-0.958599,37.6225
psikra,-5.62527,37.5391
psikra,-5.9586,37.4558
psikra,-6.29193,37.3725
psikra,-6.04193,37.3725
psikra,-5.9586,37.3725
psikra,-5.87527,37.3725
psikra,-5.2086,37.3725
psikra,-5.9586,37.2891
psikra,-5.87527,37.2891
psikra,-8.62527,37.2058
psikra,-3.62527,37.2058
psikra,-5.4586,37.1225
psikra,-3.62527,37.1225
psikra,15.2914,37.0391
psikra,-5.12527,36.8725
psikra,-2.4586,36.8725
psikra,-4.37527,36.7891
psikra,-4.04193,36.7891
psikra,-3.7086,36.7891
psikra,-3.62527,36.7891
psikra,-2.62527,36.7891
psikra,-4.54193,36.7058
psikra,-4.4586,36.7058
psikra,-4.54193,36.6225
psikra,-6.29193,36.5391
psikra,-4.9586,36.5391
psikra,-4.7086,36.5391
psikra,-4.62527,36.5391
psikra,-5.29193,36.4558
psikra,-5.2086,36.4558
psikra,-5.29193,36.3725
psikra,-5.29193,36.2891
psikra,-5.37527,36.2058
syrrev,-2.54193,57.6225
syrrev,-2.62527,57.5391
syrrev,-4.87527,57.2891
syrrev,-4.4586,57.2891
syrrev,-3.79193,57.2891
syrrev,-3.9586,54.9558
syrrev,-2.7086,54.1225
syrrev,-2.12527,53.0391
syrrev,0.708067,52.6225
syrrev,1.2914,52.5391
syrrev,-2.37527,52.4558
syrrev,-0.458599,52.4558
syrrev,1.62473,52.4558
syrrev,1.70807,52.4558
syrrev,0.791401,52.3725
syrrev,0.874734,52.3725
syrrev,0.708067,52.2891
syrrev,0.791401,52.2891
syrrev,0.874734,52.2891
syrrev,0.541401,52.2058
syrrev,0.708067,52.2058
syrrev,0.791401,52.1225
syrrev,1.45807,52.1225
syrrev,1.0414,52.0391
syrrev,-3.29193,51.9558
syrrev,-0.625266,51.9558
syrrev,-0.625266,51.7891
syrrev,-2.4586,51.6225
syrrev,-1.87527,51.4558
syrrev,-1.87527,51.2058
syrrev,-3.2086,51.0391
syrrev,0.458067,51.0391
syrrev,1.95807,50.9558
syrrev,1.87473,50.8725
syrrev,2.0414,50.8725
syrrev,2.20807,50.8725
syrrev,2.37473,50.7891
syrrev,2.7914,50.7891
syrrev,1.62473,50.6225
syrrev,3.0414,50.5391
syrrev,3.0414,50.4558
syrrev,3.45807,50.3725
syrrev,1.5414,50.2891
syrrev,3.7914,50.2891
syrrev,2.20807,50.1225
syrrev,2.37473,50.1225
syrrev,3.7914,50.1225
syrrev,4.0414,50.1225
syrrev,2.5414,50.0391
syrrev,2.62473,50.0391
syrrev,2.7914,50.0391
syrrev,3.62473,50.0391
syrrev,1.2914,49.9558
syrrev,2.5414,49.9558
syrrev,2.95807,49.9558
syrrev,3.37473,49.9558
syrrev,3.45807,49.9558
syrrev,4.20807,49.9558
syrrev,2.20807,49.8725
syrrev,2.5414,49.8725
syrrev,0.958067,49.7891
syrrev,1.5414,49.7891
syrrev,2.12473,49.7891
syrrev,2.20807,49.7891
syrrev,2.37473,49.7891
syrrev,3.62473,49.7891
syrrev,0.708067,49.7058
syrrev,1.95807,49.7058
syrrev,2.37473,49.7058
syrrev,3.20807,49.7058
syrrev,1.2914,49.6225
syrrev,2.7914,49.6225
syrrev,3.0414,49.6225
syrrev,3.45807,49.6225
syrrev,1.2914,49.5391
syrrev,2.62473,49.5391
syrrev,3.7914,49.5391
syrrev,0.458067,49.4558
syrrev,1.95807,49.4558
syrrev,2.37473,49.4558
syrrev,2.62473,49.4558
syrrev,0.874734,49.3725
syrrev,2.20807,49.3725
syrrev,2.62473,49.3725
syrrev,3.62473,49.3725
syrrev,17.3747,49.3725
syrrev,1.0414,49.2891
syrrev,17.5414,49.2891
syrrev,1.2914,49.2058
syrrev,2.37473,49.2058
syrrev,2.7914,49.2058
syrrev,3.0414,49.2058
syrrev,3.45807,49.2058
syrrev,0.874734,49.0391
syrrev,1.5414,49.0391
syrrev,1.70807,49.0391
syrrev,2.62473,49.0391
syrrev,3.0414,49.0391
syrrev,3.37473,49.0391
syrrev,3.20807,48.9558
syrrev,3.37473,48.9558
syrrev,0.0414006,48.8725
syrrev,2.62473,48.8725
syrrev,2.70807,48.8725
syrrev,3.0414,48.8725
syrrev,3.45807,48.8725
syrrev,5.37473,48.8725
syrrev,1.70807,48.7891
syrrev,0.0414006,48.7058
syrrev,1.70807,48.7058
syrrev,1.87473,48.7058
syrrev,1.95807,48.7058
syrrev,2.62473,48.7058
syrrev,3.0414,48.7058
syrrev,4.87473,48.7058
syrrev,5.95807,48.7058
syrrev,1.70807,48.6225
syrrev,1.87473,48.6225
syrrev,1.95807,48.6225
syrrev,2.95807,48.6225
syrrev,1.20807,48.5391
syrrev,1.95807,48.5391
syrrev,2.62473,48.5391
syrrev,2.95807,48.5391
syrrev,3.0414,48.5391
syrrev,4.95807,48.5391
syrrev,1.95807,48.4558
syrrev,2.62473,48.4558
syrrev,2.95807,48.4558
syrrev,3.0414,48.4558
syrrev,3.12473,48.4558
syrrev,1.2914,48.3725
syrrev,2.2914,48.3725
syrrev,2.37473,48.3725
syrrev,2.5414,48.3725
syrrev,2.62473,48.3725
syrrev,2.70807,48.3725
syrrev,2.7914,48.3725
syrrev,3.0414,48.3725
syrrev,3.45807,48.3725
syrrev,-0.541933,48.2891
syrrev,-0.458599,48.2891
syrrev,1.0414,48.2891
syrrev,1.62473,48.2891
syrrev,-0.541933,48.2058
syrrev,-0.458599,48.2058
syrrev,1.45807,48.2058
syrrev,1.62473,48.2058
syrrev,3.0414,48.2058
syrrev,3.70807,48.2058
syrrev,-1.12527,48.1225
syrrev,-0.541933,48.1225
syrrev,1.20807,48.1225
syrrev,1.2914,48.1225
syrrev,1.45807,48.1225
syrrev,3.70807,48.1225
syrrev,-0.541933,48.0391
syrrev,1.20807,48.0391
syrrev,1.2914,48.0391
syrrev,1.62473,48.0391
syrrev,-0.291933,47.9558
syrrev,0.958067,47.9558
syrrev,1.0414,47.9558
syrrev,1.2914,47.9558
syrrev,2.7914,47.9558
syrrev,3.0414,47.9558
syrrev,0.958067,47.8725
syrrev,1.20807,47.8725
syrrev,0.958067,47.7891
syrrev,1.20807,47.7891
syrrev,2.7914,47.7891
syrrev,3.0414,47.7891
syrrev,7.37473,47.7891
syrrev,0.958067,47.7058
syrrev,2.12473,47.7058
syrrev,2.2914,47.7058
syrrev,2.37473,47.7058
syrrev,-0.958599,47.6225
syrrev,0.541401,47.6225
syrrev,1.0414,47.6225
syrrev,1.62473,47.6225
syrrev,1.87473,47.6225
syrrev,2.0414,47.6225
syrrev,2.12473,47.6225
syrrev,1.87473,47.5391
syrrev,0.874734,47.4558
syrrev,1.20807,47.4558
syrrev,1.45807,47.4558
syrrev,1.62473,47.4558
syrrev,1.87473,47.4558
syrrev,-0.791933,47.3725
syrrev,-0.708599,47.3725
syrrev,-0.625266,47.3725
syrrev,1.70807,47.3725
syrrev,1.87473,47.2891
syrrev,-0.208599,47.2058
syrrev,1.37473,47.2058
syrrev,1.37473,47.1225
syrrev,-0.625266,47.0391
syrrev,-0.458599,47.0391
syrrev,0.208067,47.0391
syrrev,1.95807,47.0391
syrrev,2.0414,47.0391
syrrev,-1.04193,46.9558
syrrev,0.208067,46.8725
syrrev,5.20807,46.8725
syrrev,3.20807,46.6225
syrrev,3.2914,46.6225
syrrev,0.458067,46.5391
syrrev,2.70807,46.5391
syrrev,3.0414,46.5391
syrrev,3.2914,46.5391
syrrev,0.624734,46.3725
syrrev,0.874734,46.3725
syrrev,3.45807,46.3725
syrrev,3.2914,46.1225
syrrev,5.12473,46.0391
syrrev,5.2914,45.9558
syrrev,3.0414,45.7891
syrrev,5.5414,45.7891
syrrev,5.7914,45.7891
syrrev,4.20807,45.7058
syrrev,-1.12527,45.2058
syrrev,-0.458599,44.5391
syrrev,1.5414,44.0391
syrrev,5.7914,43.6225
syrrev,5.0414,43.5391
syrrev,2.20807,42.8725
vidmac,-8.7086,41.6225
vidmac,-8.37527,41.6225
vidmac,-8.29193,41.4558
vidmac,-8.54193,41.3725
vidmac,-8.62527,40.9558
vidmac,-8.62527,40.7058
vidmac,-8.54193,40.7058
vidmac,-8.62527,40.6225
vidmac,-8.54193,40.6225
vidmac,-8.7086,40.5391
vidmac,-8.79193,40.4558
vidmac,-8.79193,40.2891
vidmac,-8.7086,40.2058
vidmac,-8.54193,40.2058
vidmac,-8.4586,40.2058
vidmac,-8.87527,39.8725
vidmac,-8.54193,39.4558
vidmac,-8.4586,39.4558
vidmac,-8.54193,39.3725
vidmac,-8.4586,39.3725
vidmac,-8.54193,39.2891
vidmac,-8.62527,39.2058
vidmac,-8.62527,39.1225
vidmac,-8.87527,39.0391
vidmac,-8.37527,39.0391
vidmac,-8.29193,39.0391
vidmac,-8.37527,38.9558
vidmac,-8.29193,38.9558
vidmac,-8.12527,38.9558
vidmac,-8.9586,38.8725
vidmac,-9.12527,38.7891
vidmac,-8.9586,38.7058
vidmac,-8.87527,38.7058
vidmac,-8.04193,37.0391
agafis,7.0414,43.6225
psikra,7.0414,43.6225
